lsoa,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_added_utility,drip_ship_nlvo_ivt_mean_mrs,drip_ship_nlvo_ivt_mrs_less_equal_2,drip_ship_nlvo_ivt_mrs_shift,drip_ship_nlvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_added_utility,drip_ship_lvo_ivt_mean_mrs,drip_ship_lvo_ivt_mrs_less_equal_2,drip_ship_lvo_ivt_mrs_shift,drip_ship_lvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_mt_added_utility,drip_ship_lvo_ivt_mt_mean_mrs,drip_ship_lvo_ivt_mt_mrs_less_equal_2,drip_ship_lvo_ivt_mt_mrs_shift,drip_ship_lvo_ivt_mt_added_mrs_less_equal_2,drip_ship_lvo_mt_added_utility,drip_ship_lvo_mt_mean_mrs,drip_ship_lvo_mt_mrs_less_equal_2,drip_ship_lvo_mt_mrs_shift,drip_ship_lvo_mt_added_mrs_less_equal_2,mothership_nlvo_ivt_added_utility,mothership_nlvo_ivt_mean_mrs,mothership_nlvo_ivt_mrs_less_equal_2,mothership_nlvo_ivt_mrs_shift,mothership_nlvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_added_utility,mothership_lvo_ivt_mean_mrs,mothership_lvo_ivt_mrs_less_equal_2,mothership_lvo_ivt_mrs_shift,mothership_lvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_mt_added_utility,mothership_lvo_ivt_mt_mean_mrs,mothership_lvo_ivt_mt_mrs_less_equal_2,mothership_lvo_ivt_mt_mrs_shift,mothership_lvo_ivt_mt_added_mrs_less_equal_2,mothership_lvo_mt_added_utility,mothership_lvo_mt_mean_mrs,mothership_lvo_mt_mrs_less_equal_2,mothership_lvo_mt_mrs_shift,mothership_lvo_mt_added_mrs_less_equal_2,drip_ship_lvo_mix_added_utility,drip_ship_lvo_mix_mrs_less_equal_2,drip_ship_lvo_mix_mrs_shift,drip_ship_lvo_mix_added_mrs_less_equal_2,mothership_lvo_mix_added_utility,mothership_lvo_mix_mrs_less_equal_2,mothership_lvo_mix_mrs_shift,mothership_lvo_mix_added_mrs_less_equal_2,drip_ship_weighted_added_utility,drip_ship_weighted_mrs_less_equal_2,drip_ship_weighted_mrs_shift,drip_ship_weighted_added_mrs_less_equal_2,mothership_weighted_added_utility,mothership_weighted_mrs_less_equal_2,mothership_weighted_mrs_shift,mothership_weighted_added_mrs_less_equal_2,drip_ship_weighted_treated_added_utility,drip_ship_weighted_treated_mrs_less_equal_2,drip_ship_weighted_treated_mrs_shift,drip_ship_weighted_treated_added_mrs_less_equal_2,mothership_weighted_treated_added_utility,mothership_weighted_treated_mrs_less_equal_2,mothership_weighted_treated_mrs_shift,mothership_weighted_treated_added_mrs_less_equal_2
N00003744,39.1166217609521,BT635QQ,54.9328533660975,BT126BA,37.8526650536016,BT126BA,True,129.1166217609521,286.9692868145537,144.9328533660975,204.9328533660975,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.09312,3.18648,0.36273,-0.45352,0.09773,0.09312,3.18648,0.36273,-0.45352,0.09773,0.10147,1.72559,0.68961,-0.55441,0.10961,0.04843,3.40276,0.31796,-0.23724,0.05296,0.14131,2.93168,0.41402,-0.70832,0.14902,0.14131,2.93168,0.41402,-0.70832,0.14902,0.08999,0.35961,-0.43859,0.09461,0.13411,0.40658,-0.67182,0.14158,0.02462,0.13109,-0.12811,0.02629,0.02935,0.13609,-0.15269,0.03129,0.09895,0.52681,-0.51484,0.10563,0.11793,0.54691,-0.6136,0.12573
N00003745,39.1166217609521,BT635QQ,54.9328533660975,BT126BA,37.8526650536016,BT126BA,True,129.1166217609521,286.9692868145537,144.9328533660975,204.9328533660975,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.09312,3.18648,0.36273,-0.45352,0.09773,0.09312,3.18648,0.36273,-0.45352,0.09773,0.10147,1.72559,0.68961,-0.55441,0.10961,0.04843,3.40276,0.31796,-0.23724,0.05296,0.14131,2.93168,0.41402,-0.70832,0.14902,0.14131,2.93168,0.41402,-0.70832,0.14902,0.08999,0.35961,-0.43859,0.09461,0.13411,0.40658,-0.67182,0.14158,0.02462,0.13109,-0.12811,0.02629,0.02935,0.13609,-0.15269,0.03129,0.09895,0.52681,-0.51484,0.10563,0.11793,0.54691,-0.6136,0.12573
N00003746,39.1166217609521,BT635QQ,54.9328533660975,BT126BA,37.8526650536016,BT126BA,True,129.1166217609521,286.9692868145537,144.9328533660975,204.9328533660975,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.09312,3.18648,0.36273,-0.45352,0.09773,0.09312,3.18648,0.36273,-0.45352,0.09773,0.10147,1.72559,0.68961,-0.55441,0.10961,0.04843,3.40276,0.31796,-0.23724,0.05296,0.14131,2.93168,0.41402,-0.70832,0.14902,0.14131,2.93168,0.41402,-0.70832,0.14902,0.08999,0.35961,-0.43859,0.09461,0.13411,0.40658,-0.67182,0.14158,0.02462,0.13109,-0.12811,0.02629,0.02935,0.13609,-0.15269,0.03129,0.09895,0.52681,-0.51484,0.10563,0.11793,0.54691,-0.6136,0.12573
N00003747,39.1166217609521,BT635QQ,54.9328533660975,BT126BA,37.8526650536016,BT126BA,True,129.1166217609521,286.9692868145537,144.9328533660975,204.9328533660975,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.09312,3.18648,0.36273,-0.45352,0.09773,0.09312,3.18648,0.36273,-0.45352,0.09773,0.10147,1.72559,0.68961,-0.55441,0.10961,0.04843,3.40276,0.31796,-0.23724,0.05296,0.14131,2.93168,0.41402,-0.70832,0.14902,0.14131,2.93168,0.41402,-0.70832,0.14902,0.08999,0.35961,-0.43859,0.09461,0.13411,0.40658,-0.67182,0.14158,0.02462,0.13109,-0.12811,0.02629,0.02935,0.13609,-0.15269,0.03129,0.09895,0.52681,-0.51484,0.10563,0.11793,0.54691,-0.6136,0.12573
N00003748,36.5804618603731,BT635QQ,51.3712344516913,BT126BA,37.8526650536016,BT126BA,True,126.5804618603731,284.4331269139747,141.3712344516913,201.3712344516913,0.1091,1.68158,0.69798,-0.59842,0.11798,0.05347,3.37531,0.32326,-0.26469,0.05826,0.09459,3.17881,0.36428,-0.46119,0.09928,0.09459,3.17881,0.36428,-0.46119,0.09928,0.10296,1.71701,0.69125,-0.56299,0.11125,0.04941,3.39746,0.31899,-0.24254,0.05399,0.14343,2.92031,0.4163,-0.71969,0.1513,0.14343,2.92031,0.4163,-0.71969,0.1513,0.0914,0.3611,-0.44596,0.0961,0.13614,0.40876,-0.68272,0.14376,0.02493,0.13142,-0.12978,0.02661,0.02978,0.13657,-0.15512,0.03176,0.10018,0.52813,-0.52155,0.10695,0.11969,0.54882,-0.62335,0.12764
N00003749,37.8526650536016,BT635QQ,51.3712344516913,BT126BA,37.8526650536016,BT126BA,True,127.8526650536016,285.7053301072032,141.3712344516913,201.3712344516913,0.10858,1.68461,0.6974,-0.59539,0.1174,0.05312,3.37722,0.32289,-0.26278,0.05789,0.09385,3.18266,0.3635,-0.45734,0.0985,0.09385,3.18266,0.3635,-0.45734,0.0985,0.10296,1.71701,0.69125,-0.56299,0.11125,0.04941,3.39746,0.31899,-0.24254,0.05399,0.14343,2.92031,0.4163,-0.71969,0.1513,0.14343,2.92031,0.4163,-0.71969,0.1513,0.09069,0.36035,-0.44226,0.09535,0.13614,0.40876,-0.68272,0.14376,0.02478,0.13126,-0.12895,0.02645,0.02978,0.13657,-0.15512,0.03176,0.09956,0.52747,-0.51819,0.10628,0.11969,0.54882,-0.62335,0.12764
N00003750,36.5804618603731,BT635QQ,50.1734580681615,BT126BA,37.8526650536016,BT126BA,True,126.5804618603731,284.4331269139747,140.1734580681615,200.1734580681615,0.1091,1.68158,0.69798,-0.59842,0.11798,0.05347,3.37531,0.32326,-0.26469,0.05826,0.09459,3.17881,0.36428,-0.46119,0.09928,0.09459,3.17881,0.36428,-0.46119,0.09928,0.10346,1.71413,0.69179,-0.56587,0.11179,0.04974,3.39567,0.31933,-0.24433,0.05433,0.14414,2.91648,0.41707,-0.72352,0.15207,0.14414,2.91648,0.41707,-0.72352,0.15207,0.0914,0.3611,-0.44596,0.0961,0.13682,0.4095,-0.68639,0.1445,0.02493,0.13142,-0.12978,0.02661,0.02993,0.13673,-0.15593,0.03192,0.10018,0.52813,-0.52155,0.10695,0.12028,0.54946,-0.62663,0.12828
N00003751,36.5804618603731,BT635QQ,51.3712344516913,BT126BA,37.8526650536016,BT126BA,True,126.5804618603731,284.4331269139747,141.3712344516913,201.3712344516913,0.1091,1.68158,0.69798,-0.59842,0.11798,0.05347,3.37531,0.32326,-0.26469,0.05826,0.09459,3.17881,0.36428,-0.46119,0.09928,0.09459,3.17881,0.36428,-0.46119,0.09928,0.10296,1.71701,0.69125,-0.56299,0.11125,0.04941,3.39746,0.31899,-0.24254,0.05399,0.14343,2.92031,0.4163,-0.71969,0.1513,0.14343,2.92031,0.4163,-0.71969,0.1513,0.0914,0.3611,-0.44596,0.0961,0.13614,0.40876,-0.68272,0.14376,0.02493,0.13142,-0.12978,0.02661,0.02978,0.13657,-0.15512,0.03176,0.10018,0.52813,-0.52155,0.10695,0.11969,0.54882,-0.62335,0.12764
N00003752,37.8526650536016,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,127.8526650536016,285.7053301072032,142.5636145854392,202.5636145854392,0.10858,1.68461,0.6974,-0.59539,0.1174,0.05312,3.37722,0.32289,-0.26278,0.05789,0.09385,3.18266,0.3635,-0.45734,0.0985,0.09385,3.18266,0.3635,-0.45734,0.0985,0.10246,1.71988,0.6907,-0.56012,0.1107,0.04908,3.39923,0.31864,-0.24077,0.05364,0.14272,2.92412,0.41554,-0.71588,0.15054,0.14272,2.92412,0.41554,-0.71588,0.15054,0.09069,0.36035,-0.44226,0.09535,0.13546,0.40803,-0.67906,0.14303,0.02478,0.13126,-0.12895,0.02645,0.02964,0.13641,-0.1543,0.0316,0.09956,0.52747,-0.51819,0.10628,0.1191,0.54818,-0.62009,0.127
N00003753,36.5804618603731,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,126.5804618603731,284.4331269139747,142.5636145854392,202.5636145854392,0.1091,1.68158,0.69798,-0.59842,0.11798,0.05347,3.37531,0.32326,-0.26469,0.05826,0.09459,3.17881,0.36428,-0.46119,0.09928,0.09459,3.17881,0.36428,-0.46119,0.09928,0.10246,1.71988,0.6907,-0.56012,0.1107,0.04908,3.39923,0.31864,-0.24077,0.05364,0.14272,2.92412,0.41554,-0.71588,0.15054,0.14272,2.92412,0.41554,-0.71588,0.15054,0.0914,0.3611,-0.44596,0.0961,0.13546,0.40803,-0.67906,0.14303,0.02493,0.13142,-0.12978,0.02661,0.02964,0.13641,-0.1543,0.0316,0.10018,0.52813,-0.52155,0.10695,0.1191,0.54818,-0.62009,0.127
N00003754,35.2996111471651,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,125.29961114716512,283.1522762007667,142.5636145854392,202.5636145854392,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.09533,3.17493,0.36506,-0.46507,0.10006,0.09533,3.17493,0.36506,-0.46507,0.10006,0.10246,1.71988,0.6907,-0.56012,0.1107,0.04908,3.39923,0.31864,-0.24077,0.05364,0.14272,2.92412,0.41554,-0.71588,0.15054,0.14272,2.92412,0.41554,-0.71588,0.15054,0.09211,0.36185,-0.44969,0.09685,0.13546,0.40803,-0.67906,0.14303,0.02508,0.13159,-0.13063,0.02678,0.02964,0.13641,-0.1543,0.0316,0.1008,0.5288,-0.52495,0.10761,0.1191,0.54818,-0.62009,0.127
N00003755,36.5804618603731,BT635QQ,53.7507676882285,BT126BA,37.8526650536016,BT126BA,True,126.5804618603731,284.4331269139747,143.7507676882285,203.7507676882285,0.1091,1.68158,0.69798,-0.59842,0.11798,0.05347,3.37531,0.32326,-0.26469,0.05826,0.09459,3.17881,0.36428,-0.46119,0.09928,0.09459,3.17881,0.36428,-0.46119,0.09928,0.10197,1.72274,0.69016,-0.55726,0.11016,0.04876,3.401,0.3183,-0.239,0.0533,0.14201,2.92791,0.41478,-0.71209,0.14978,0.14201,2.92791,0.41478,-0.71209,0.14978,0.0914,0.3611,-0.44596,0.0961,0.13478,0.4073,-0.67543,0.1423,0.02493,0.13142,-0.12978,0.02661,0.02949,0.13625,-0.1535,0.03145,0.10018,0.52813,-0.52155,0.10695,0.11851,0.54755,-0.61684,0.12637
N00003756,35.2996111471651,BT635QQ,51.3712344516913,BT126BA,37.8526650536016,BT126BA,True,125.29961114716512,283.1522762007667,141.3712344516913,201.3712344516913,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.09533,3.17493,0.36506,-0.46507,0.10006,0.09533,3.17493,0.36506,-0.46507,0.10006,0.10296,1.71701,0.69125,-0.56299,0.11125,0.04941,3.39746,0.31899,-0.24254,0.05399,0.14343,2.92031,0.4163,-0.71969,0.1513,0.14343,2.92031,0.4163,-0.71969,0.1513,0.09211,0.36185,-0.44969,0.09685,0.13614,0.40876,-0.68272,0.14376,0.02508,0.13159,-0.13063,0.02678,0.02978,0.13657,-0.15512,0.03176,0.1008,0.5288,-0.52495,0.10761,0.11969,0.54882,-0.62335,0.12764
N00003757,35.2996111471651,BT635QQ,51.3712344516913,BT126BA,37.8526650536016,BT126BA,True,125.29961114716512,283.1522762007667,141.3712344516913,201.3712344516913,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.09533,3.17493,0.36506,-0.46507,0.10006,0.09533,3.17493,0.36506,-0.46507,0.10006,0.10296,1.71701,0.69125,-0.56299,0.11125,0.04941,3.39746,0.31899,-0.24254,0.05399,0.14343,2.92031,0.4163,-0.71969,0.1513,0.14343,2.92031,0.4163,-0.71969,0.1513,0.09211,0.36185,-0.44969,0.09685,0.13614,0.40876,-0.68272,0.14376,0.02508,0.13159,-0.13063,0.02678,0.02978,0.13657,-0.15512,0.03176,0.1008,0.5288,-0.52495,0.10761,0.11969,0.54882,-0.62335,0.12764
N00003758,35.2996111471651,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,125.29961114716512,283.1522762007667,142.5636145854392,202.5636145854392,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.09533,3.17493,0.36506,-0.46507,0.10006,0.09533,3.17493,0.36506,-0.46507,0.10006,0.10246,1.71988,0.6907,-0.56012,0.1107,0.04908,3.39923,0.31864,-0.24077,0.05364,0.14272,2.92412,0.41554,-0.71588,0.15054,0.14272,2.92412,0.41554,-0.71588,0.15054,0.09211,0.36185,-0.44969,0.09685,0.13546,0.40803,-0.67906,0.14303,0.02508,0.13159,-0.13063,0.02678,0.02964,0.13641,-0.1543,0.0316,0.1008,0.5288,-0.52495,0.10761,0.1191,0.54818,-0.62009,0.127
N00003759,35.2996111471651,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,125.29961114716512,283.1522762007667,142.5636145854392,202.5636145854392,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.09533,3.17493,0.36506,-0.46507,0.10006,0.09533,3.17493,0.36506,-0.46507,0.10006,0.10246,1.71988,0.6907,-0.56012,0.1107,0.04908,3.39923,0.31864,-0.24077,0.05364,0.14272,2.92412,0.41554,-0.71588,0.15054,0.14272,2.92412,0.41554,-0.71588,0.15054,0.09211,0.36185,-0.44969,0.09685,0.13546,0.40803,-0.67906,0.14303,0.02508,0.13159,-0.13063,0.02678,0.02964,0.13641,-0.1543,0.0316,0.1008,0.5288,-0.52495,0.10761,0.1191,0.54818,-0.62009,0.127
N00003760,35.2996111471651,BT635QQ,51.3712344516913,BT126BA,37.8526650536016,BT126BA,True,125.29961114716512,283.1522762007667,141.3712344516913,201.3712344516913,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.09533,3.17493,0.36506,-0.46507,0.10006,0.09533,3.17493,0.36506,-0.46507,0.10006,0.10296,1.71701,0.69125,-0.56299,0.11125,0.04941,3.39746,0.31899,-0.24254,0.05399,0.14343,2.92031,0.4163,-0.71969,0.1513,0.14343,2.92031,0.4163,-0.71969,0.1513,0.09211,0.36185,-0.44969,0.09685,0.13614,0.40876,-0.68272,0.14376,0.02508,0.13159,-0.13063,0.02678,0.02978,0.13657,-0.15512,0.03176,0.1008,0.5288,-0.52495,0.10761,0.11969,0.54882,-0.62335,0.12764
N00003761,35.2996111471651,BT635QQ,50.1734580681615,BT126BA,37.8526650536016,BT126BA,True,125.29961114716512,283.1522762007667,140.1734580681615,200.1734580681615,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.09533,3.17493,0.36506,-0.46507,0.10006,0.09533,3.17493,0.36506,-0.46507,0.10006,0.10346,1.71413,0.69179,-0.56587,0.11179,0.04974,3.39567,0.31933,-0.24433,0.05433,0.14414,2.91648,0.41707,-0.72352,0.15207,0.14414,2.91648,0.41707,-0.72352,0.15207,0.09211,0.36185,-0.44969,0.09685,0.13682,0.4095,-0.68639,0.1445,0.02508,0.13159,-0.13063,0.02678,0.02993,0.13673,-0.15593,0.03192,0.1008,0.5288,-0.52495,0.10761,0.12028,0.54946,-0.62663,0.12828
N00003762,32.7101681851292,BT635QQ,47.7609862792756,BT126BA,37.8526650536016,BT126BA,True,122.7101681851292,280.5628332387308,137.76098627927558,197.7609862792756,0.11069,1.67235,0.69973,-0.60765,0.11973,0.05453,3.36948,0.32438,-0.27052,0.05938,0.09683,3.16707,0.36664,-0.47293,0.10164,0.09683,3.16707,0.36664,-0.47293,0.10164,0.10447,1.70834,0.6929,-0.57166,0.1129,0.0504,3.39207,0.32003,-0.24793,0.05503,0.14558,2.90877,0.41861,-0.73123,0.15361,0.14558,2.90877,0.41861,-0.73123,0.15361,0.09355,0.36337,-0.45725,0.09837,0.1382,0.41097,-0.69378,0.14597,0.02539,0.13192,-0.13234,0.02711,0.03023,0.13705,-0.15757,0.03224,0.10205,0.53014,-0.53182,0.10896,0.12148,0.55076,-0.63323,0.12957
N00003763,31.4005615242259,BT635QQ,45.3246173009173,BT126BA,37.8526650536016,BT126BA,True,121.4005615242259,279.2532265778275,135.3246173009173,195.3246173009173,0.11123,1.66924,0.70032,-0.61076,0.12032,0.0549,3.3675,0.32476,-0.2725,0.05976,0.09759,3.16309,0.36745,-0.47691,0.10245,0.09759,3.16309,0.36745,-0.47691,0.10245,0.10548,1.70249,0.69401,-0.57751,0.11401,0.05106,3.38843,0.32073,-0.25157,0.05573,0.14703,2.90096,0.42018,-0.73904,0.15518,0.14703,2.90096,0.42018,-0.73904,0.15518,0.09428,0.36414,-0.46107,0.09914,0.13959,0.41247,-0.70127,0.14747,0.02555,0.13209,-0.1332,0.02728,0.03053,0.13738,-0.15924,0.03257,0.10269,0.53082,-0.53529,0.10964,0.12268,0.55206,-0.63991,0.13088
N00003764,36.5804618603731,BT635QQ,51.3712344516913,BT126BA,37.8526650536016,BT126BA,True,126.5804618603731,284.4331269139747,141.3712344516913,201.3712344516913,0.1091,1.68158,0.69798,-0.59842,0.11798,0.05347,3.37531,0.32326,-0.26469,0.05826,0.09459,3.17881,0.36428,-0.46119,0.09928,0.09459,3.17881,0.36428,-0.46119,0.09928,0.10296,1.71701,0.69125,-0.56299,0.11125,0.04941,3.39746,0.31899,-0.24254,0.05399,0.14343,2.92031,0.4163,-0.71969,0.1513,0.14343,2.92031,0.4163,-0.71969,0.1513,0.0914,0.3611,-0.44596,0.0961,0.13614,0.40876,-0.68272,0.14376,0.02493,0.13142,-0.12978,0.02661,0.02978,0.13657,-0.15512,0.03176,0.10018,0.52813,-0.52155,0.10695,0.11969,0.54882,-0.62335,0.12764
N00003765,34.0096740062926,BT635QQ,48.9701057321922,BT126BA,37.8526650536016,BT126BA,True,124.0096740062926,281.8623390598942,138.9701057321922,198.9701057321922,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.09608,3.17101,0.36585,-0.46899,0.10085,0.09608,3.17101,0.36585,-0.46899,0.10085,0.10397,1.71124,0.69234,-0.56876,0.11234,0.05006,3.39388,0.31968,-0.24612,0.05468,0.14486,2.91264,0.41784,-0.72736,0.15284,0.14486,2.91264,0.41784,-0.72736,0.15284,0.09283,0.36261,-0.45346,0.09761,0.13751,0.41023,-0.69007,0.14523,0.02524,0.13175,-0.13148,0.02695,0.03008,0.13689,-0.15675,0.03208,0.10142,0.52947,-0.52837,0.10828,0.12088,0.55011,-0.62992,0.12892
N00003766,30.0802640216665,BT635QQ,44.0969174783216,BT126BA,37.8526650536016,BT126BA,True,120.0802640216665,277.9329290752681,134.0969174783216,194.0969174783216,0.11177,1.6661,0.70091,-0.6139,0.12091,0.05526,3.3655,0.32515,-0.2745,0.06015,0.09836,3.15908,0.36825,-0.48092,0.10325,0.09836,3.15908,0.36825,-0.48092,0.10325,0.10599,1.69955,0.69457,-0.58045,0.11457,0.0514,3.38659,0.32108,-0.25341,0.05608,0.14776,2.89703,0.42096,-0.74297,0.15596,0.14776,2.89703,0.42096,-0.74297,0.15596,0.09502,0.36491,-0.46492,0.09991,0.14029,0.41322,-0.70503,0.14822,0.02571,0.13226,-0.13407,0.02745,0.03068,0.13754,-0.16007,0.03273,0.10332,0.5315,-0.53879,0.11032,0.12329,0.55272,-0.64326,0.13154
N00003767,32.7101681851292,BT635QQ,46.5458959812848,BT126BA,37.8526650536016,BT126BA,True,122.7101681851292,280.5628332387308,136.5458959812848,196.5458959812848,0.11069,1.67235,0.69973,-0.60765,0.11973,0.05453,3.36948,0.32438,-0.27052,0.05938,0.09683,3.16707,0.36664,-0.47293,0.10164,0.09683,3.16707,0.36664,-0.47293,0.10164,0.10498,1.70542,0.69345,-0.57458,0.11345,0.05073,3.39026,0.32038,-0.24974,0.05538,0.1463,2.90488,0.41939,-0.73512,0.15439,0.1463,2.90488,0.41939,-0.73512,0.15439,0.09355,0.36337,-0.45725,0.09837,0.13889,0.41172,-0.69751,0.14672,0.02539,0.13192,-0.13234,0.02711,0.03038,0.13721,-0.1584,0.03241,0.10205,0.53014,-0.53182,0.10896,0.12208,0.5514,-0.63656,0.13022
N00003768,37.8526650536016,BT635QQ,53.7507676882285,BT126BA,37.8526650536016,BT126BA,True,127.8526650536016,285.7053301072032,143.7507676882285,203.7507676882285,0.10858,1.68461,0.6974,-0.59539,0.1174,0.05312,3.37722,0.32289,-0.26278,0.05789,0.09385,3.18266,0.3635,-0.45734,0.0985,0.09385,3.18266,0.3635,-0.45734,0.0985,0.10197,1.72274,0.69016,-0.55726,0.11016,0.04876,3.401,0.3183,-0.239,0.0533,0.14201,2.92791,0.41478,-0.71209,0.14978,0.14201,2.92791,0.41478,-0.71209,0.14978,0.09069,0.36035,-0.44226,0.09535,0.13478,0.4073,-0.67543,0.1423,0.02478,0.13126,-0.12895,0.02645,0.02949,0.13625,-0.1535,0.03145,0.09956,0.52747,-0.51819,0.10628,0.11851,0.54755,-0.61684,0.12637
N00003769,36.5804618603731,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,126.5804618603731,284.4331269139747,142.5636145854392,202.5636145854392,0.1091,1.68158,0.69798,-0.59842,0.11798,0.05347,3.37531,0.32326,-0.26469,0.05826,0.09459,3.17881,0.36428,-0.46119,0.09928,0.09459,3.17881,0.36428,-0.46119,0.09928,0.10246,1.71988,0.6907,-0.56012,0.1107,0.04908,3.39923,0.31864,-0.24077,0.05364,0.14272,2.92412,0.41554,-0.71588,0.15054,0.14272,2.92412,0.41554,-0.71588,0.15054,0.0914,0.3611,-0.44596,0.0961,0.13546,0.40803,-0.67906,0.14303,0.02493,0.13142,-0.12978,0.02661,0.02964,0.13641,-0.1543,0.0316,0.10018,0.52813,-0.52155,0.10695,0.1191,0.54818,-0.62009,0.127
N00003770,36.5804618603731,BT635QQ,53.7507676882285,BT126BA,37.8526650536016,BT126BA,True,126.5804618603731,284.4331269139747,143.7507676882285,203.7507676882285,0.1091,1.68158,0.69798,-0.59842,0.11798,0.05347,3.37531,0.32326,-0.26469,0.05826,0.09459,3.17881,0.36428,-0.46119,0.09928,0.09459,3.17881,0.36428,-0.46119,0.09928,0.10197,1.72274,0.69016,-0.55726,0.11016,0.04876,3.401,0.3183,-0.239,0.0533,0.14201,2.92791,0.41478,-0.71209,0.14978,0.14201,2.92791,0.41478,-0.71209,0.14978,0.0914,0.3611,-0.44596,0.0961,0.13478,0.4073,-0.67543,0.1423,0.02493,0.13142,-0.12978,0.02661,0.02949,0.13625,-0.1535,0.03145,0.10018,0.52813,-0.52155,0.10695,0.11851,0.54755,-0.61684,0.12637
N00003771,37.8526650536016,BT635QQ,54.9328533660975,BT126BA,37.8526650536016,BT126BA,True,127.8526650536016,285.7053301072032,144.9328533660975,204.9328533660975,0.10858,1.68461,0.6974,-0.59539,0.1174,0.05312,3.37722,0.32289,-0.26278,0.05789,0.09385,3.18266,0.3635,-0.45734,0.0985,0.09385,3.18266,0.3635,-0.45734,0.0985,0.10147,1.72559,0.68961,-0.55441,0.10961,0.04843,3.40276,0.31796,-0.23724,0.05296,0.14131,2.93168,0.41402,-0.70832,0.14902,0.14131,2.93168,0.41402,-0.70832,0.14902,0.09069,0.36035,-0.44226,0.09535,0.13411,0.40658,-0.67182,0.14158,0.02478,0.13126,-0.12895,0.02645,0.02935,0.13609,-0.15269,0.03129,0.09956,0.52747,-0.51819,0.10628,0.11793,0.54691,-0.6136,0.12573
N00003772,35.2996111471651,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,125.29961114716512,283.1522762007667,142.5636145854392,202.5636145854392,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.09533,3.17493,0.36506,-0.46507,0.10006,0.09533,3.17493,0.36506,-0.46507,0.10006,0.10246,1.71988,0.6907,-0.56012,0.1107,0.04908,3.39923,0.31864,-0.24077,0.05364,0.14272,2.92412,0.41554,-0.71588,0.15054,0.14272,2.92412,0.41554,-0.71588,0.15054,0.09211,0.36185,-0.44969,0.09685,0.13546,0.40803,-0.67906,0.14303,0.02508,0.13159,-0.13063,0.02678,0.02964,0.13641,-0.1543,0.0316,0.1008,0.5288,-0.52495,0.10761,0.1191,0.54818,-0.62009,0.127
N00003773,35.2996111471651,BT635QQ,52.5636145854392,BT126BA,37.8526650536016,BT126BA,True,125.29961114716512,283.1522762007667,142.5636145854392,202.5636145854392,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.09533,3.17493,0.36506,-0.46507,0.10006,0.09533,3.17493,0.36506,-0.46507,0.10006,0.10246,1.71988,0.6907,-0.56012,0.1107,0.04908,3.39923,0.31864,-0.24077,0.05364,0.14272,2.92412,0.41554,-0.71588,0.15054,0.14272,2.92412,0.41554,-0.71588,0.15054,0.09211,0.36185,-0.44969,0.09685,0.13546,0.40803,-0.67906,0.14303,0.02508,0.13159,-0.13063,0.02678,0.02964,0.13641,-0.1543,0.0316,0.1008,0.5288,-0.52495,0.10761,0.1191,0.54818,-0.62009,0.127
